timestamp,bno_steps,forward_state_change,upward_state_change
2024-09-18 20:35:48,0,True,True,3.7134056091
2024-09-18 20:36:01,0,True,True,3.7262954712
2024-09-18 20:36:15,0,True,True,3.7262954712
2024-09-18 20:36:28,0,True,True,3.7166280746
2024-09-18 20:36:42,0,True,True,3.7262954712
2024-09-18 20:36:55,0,True,True,3.7166280746
2024-09-18 20:37:08,0,True,True,3.7134056091
2024-09-18 20:37:22,0,True,True,3.7198505402
2024-09-18 20:37:35,0,True,True,3.7262954712
2024-09-18 20:37:49,0,True,True,3.7166280746
2024-09-18 20:38:02,0,True,True,3.7166280746
2024-09-18 20:38:16,0,True,True,3.7166280746
2024-09-18 20:38:29,0,True,True,3.7166280746
2024-09-18 20:38:42,0,True,True,3.7166280746
2024-09-18 20:38:56,0,True,True,3.7166280746
2024-09-18 20:39:09,0,True,True,3.7166280746
2024-09-18 20:39:23,0,True,True,3.7166280746
2024-09-18 20:39:36,0,True,True,3.7166280746
2024-09-18 20:39:49,0,True,True,3.7166280746
2024-09-18 20:40:03,0,True,True,3.7166280746
2024-09-18 20:40:16,0,True,True,3.7166280746
2024-09-18 20:40:30,0,True,True,3.7166280746
2024-09-18 20:40:43,0,True,True,3.7166280746
2024-09-18 20:40:57,0,True,True,3.7166280746
2024-09-18 20:41:10,0,True,True,3.7166280746
2024-09-18 20:41:23,0,True,True,3.7166280746
2024-09-18 20:41:37,0,True,True,3.7166280746
2024-09-18 20:41:50,0,True,True,3.7166280746
2024-09-18 20:42:04,0,True,True,3.7134056091
2024-09-18 20:42:17,0,True,True,3.7134056091
2024-09-18 20:42:31,0,True,True,3.7134056091
2024-09-18 20:42:44,0,True,True,3.7134056091
2024-09-18 20:42:57,0,True,True,3.7166280746
2024-09-18 20:43:11,0,True,True,3.7230730057
2024-09-18 20:43:24,0,True,True,3.7134056091
2024-09-18 20:43:38,0,True,True,3.7166280746
2024-09-18 20:43:51,0,True,True,3.7134056091
2024-09-18 20:44:05,0,True,True,3.7100820541
2024-09-18 20:44:18,0,True,True,3.7134056091
2024-09-18 20:44:31,0,True,True,3.7100820541
2024-09-18 20:44:45,0,True,True,3.7134056091
2024-09-18 20:44:58,0,True,True,3.7134056091
2024-09-18 20:45:12,0,True,True,3.7134056091
2024-09-18 20:45:25,0,True,True,3.7134056091
2024-09-18 20:45:39,0,True,True,3.7100820541
2024-09-18 20:45:52,0,True,True,3.7100820541
2024-09-18 20:46:05,0,True,True,3.7100820541
2024-09-18 20:46:19,0,True,True,3.7100820541
2024-09-18 20:46:32,0,True,True,3.7100820541
2024-09-18 20:46:46,0,True,True,3.7100820541
2024-09-18 20:46:59,0,True,True,3.7198505402
2024-09-18 20:47:12,0,True,True,3.7100820541
2024-09-18 20:47:26,0,True,True,3.7036361694
2024-09-18 20:47:39,0,True,True,3.7100820541
2024-09-18 20:47:53,0,True,True,3.7100820541
2024-09-18 20:48:06,0,True,True,3.7100820541
2024-09-18 20:48:20,0,True,True,3.7100820541
2024-09-18 20:48:33,0,True,True,3.7100820541
2024-09-18 20:48:46,0,True,True,3.7100820541
2024-09-18 20:49:00,0,True,True,3.7100820541
2024-09-18 20:49:13,0,True,True,3.7100820541
2024-09-18 20:49:27,0,True,True,3.7036361694
2024-09-18 20:49:40,0,True,True,3.7100820541
2024-09-18 20:49:54,0,True,True,3.7068595886
2024-09-18 20:50:07,0,True,True,3.7068595886
2024-09-18 20:50:20,0,True,True,3.7068595886
2024-09-18 20:50:34,0,True,True,3.7068595886
2024-09-18 20:50:47,0,True,True,3.7068595886
2024-09-18 20:51:01,0,True,True,3.7068595886
2024-09-18 20:51:14,0,True,True,3.7068595886
2024-09-18 20:51:27,0,True,True,3.7068595886
2024-09-18 20:51:41,0,True,True,3.7036361694
2024-09-18 20:51:54,0,True,True,3.7068595886
2024-09-18 20:52:08,0,True,True,3.7068595886
2024-09-18 20:52:21,0,True,True,3.7068595886
2024-09-18 20:52:35,0,True,True,3.7068595886
2024-09-18 20:52:48,0,True,True,3.7068595886
2024-09-18 20:53:01,0,True,True,3.7068595886
2024-09-18 20:53:15,0,True,True,3.7068595886
2024-09-18 20:53:28,0,True,True,3.7068595886
2024-09-18 20:53:42,0,True,True,3.7068595886
2024-09-18 20:53:55,0,True,True,3.7036361694
2024-09-18 20:54:08,0,True,True,3.7068595886
2024-09-18 20:54:22,0,True,True,3.7068595886
2024-09-18 20:54:35,0,True,True,3.7036361694
2024-09-18 20:54:49,0,True,True,3.7036361694
2024-09-18 20:55:02,0,True,True,3.7036361694
2024-09-18 20:55:16,0,True,True,3.7036361694
2024-09-18 20:55:29,0,True,True,3.7036361694
2024-09-18 20:55:42,0,True,True,3.7036361694
2024-09-18 20:55:56,0,True,True,3.7036361694
2024-09-18 20:56:09,0,True,True,3.7004137039
2024-09-18 20:56:23,0,True,True,3.7036361694
