timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quat_i,quat_j,quat_k,quat_real,switch_state,state_change
37811157222,-9.156250,1.378906,-0.304688,0.052734,0.009766,0.011719,38.937500,-6.187500,-15.125000,0.557190,0.458191,-0.475708,0.503235,False,False
38068725578,-9.199219,1.378906,-0.304688,-0.029297,0.015625,0.003906,39.375000,-6.937500,-14.812500,0.557800,0.460266,-0.474121,0.502197,False,False
38468750000,-9.195313,1.339844,-0.343750,-0.015625,0.013672,0.011719,38.375000,-5.625000,-13.937500,0.556152,0.458557,-0.467468,0.511780,False,False
38724609375,-9.156250,1.417969,-0.304688,0.017578,0.000000,0.015625,39.812500,-5.375000,-13.750000,0.556702,0.457642,-0.466064,0.513245,False,False
38980102534,-9.199219,1.457031,-0.304688,-0.013672,0.015625,0.001953,39.000000,-6.375000,-12.312500,0.557251,0.457581,-0.464722,0.513916,False,False
39230590822,-9.195313,1.457031,-0.343750,0.005859,0.000000,0.013672,39.125000,-5.375000,-14.000000,0.558167,0.456299,-0.463440,0.515259,False,False
39486938472,-9.160156,1.378906,-0.382813,-0.291016,0.027344,-0.009766,38.625000,-6.000000,-12.937500,0.555664,0.459229,-0.459778,0.518616,False,False
39739501943,-9.160156,1.300781,-0.304688,-0.066406,-0.037109,0.003906,38.312500,-4.937500,-14.250000,0.542908,0.470581,-0.447876,0.532166,False,False
39998291006,-9.765625,1.378906,-0.269531,0.080078,-0.048828,0.007813,39.875000,-6.375000,-16.625000,0.543518,0.460754,-0.455994,0.533325,False,False
40386596678,-9.199219,1.300781,-0.039063,0.011719,-0.021484,0.015625,38.375000,-4.562500,-14.937500,0.539795,0.462830,-0.452820,0.537964,False,False
40641601563,-9.730469,1.609375,-0.191406,-0.490234,0.253906,-0.117188,38.937500,-4.375000,-16.375000,0.535706,0.473999,-0.441223,0.541931,True,True
40891967765,-9.648438,1.378906,-0.152344,0.199219,0.650391,0.095703,39.125000,-3.937500,-15.312500,0.505920,0.515747,-0.404114,0.560974,False,True
41146362303,-9.343750,1.953125,-1.226563,0.646484,0.361328,0.230469,39.937500,-3.125000,-13.625000,0.543518,0.510132,-0.385498,0.543762,False,False
